index,source_en,predicted_hi,reference_hi,chrf_score,category,pred_len,ref_len,len_diff
1663,banks are scouring through years worth of instant messages and emails to search for instances of wrongdoing.,"जैसे - जैसे सालों बीतता जा रहा है, वैसे - वैसे इस तरह के संदेश और ई - मेल गलत काम की मिसालों की खोज में लग रहे होते हैं ।",बैंक किसी गलत क्रियाकलाप के सुराग की तलाश में कई सालों के बराबर त्वरित संदेश और ईमेल की बारीकी से जांच कर रहे हैं।,25.6,Medium,31,24,7
1664,news about the probes has rattled traders in an area that has been one of the bigger profit drivers of investment banks trading units in past years but which has been challenged this year as low volatility in currencies cuts opportunities for speculators.,इस खोज ने एक ऐसे क्षेत्र में व्यापारियों को उलझन में डाल दिया है जो पिछले वर्षों में निवेश बैंकों के व्यापार इकाइयों में से एक बड़े लाभ चालकों में से एक रहा है लेकिन जो इस साल पर सवाल किया गया है कि इस साल Tamacs में Tapesss में कम scrapss के लिए अवसर काटने के अवसरों को काट दिया गया है।,"जांचपड़ताल के बारे में समाचार ने, ऐसे क्षेत्र के ट्रेडर्स में खलबली मचा दी है, जो पिछले कई वर्षों से निवेश बैंकों की ट्रेडिंग इकाई में सबसे अधिक लाभ कमाने वाले प्रमुख व्यक्तियों में से रहे हैं, लेकिन उन्हें इस वर्ष चुनौती का सामना करना पड़ रहा है, क्योंकि करेन्सीज में कम उतारचढ़ाव के कारण सट्टेबाजों के लिए अवसरों में कमी आई है।",30.71,Medium,63,63,0
1665,"some bankers have tried to play down the affair by saying the vast and highly liquid foreign exchange market is almost impossible to manipulate, but senior traders are saying this is not necessarily true.","कुछ बैंकरों ने बड़ी और बहुत ही साफ़ पानी - रहित विदेशी खोज - बाज़ार को बोलने की कोशिश की है, लेकिन वृद्ध व्यापारियों को यह कहना ज़रूरी नहीं है कि यह सच नहीं है ।","कुछ बैंकर्स ने यह कहकर मामले को दबाने का प्रयास किया कि बहुत ही विशाल तथा अत्यधिक लिक्विड विदेशी मुद्रा विनिमय बाजार में हेरफेर करना असंभव दृश्य है, लेकिन वरिष्ठ ट्रेडर्स का कहता है कि जरूरी नहीं है कि ऐसा सच हो।",27.41,Medium,36,42,6
1666,"a senior trader said that despite the huge volume of daily foreign exchange trading, the fragmentation of liquidity between different trading platforms and banks increasing use of their own internal platforms meant that you can start to get an impact on the market at quite small ticket prices.","एक बुज़ुर्ग व्यापारी ने कहा कि रोज़मर्रा के व्यापार की बड़ी मात्रा के बावजूद, अलग - अलग व्यापार मंचों और अपने आंतरिक मंचों के बढ़ते प्रयोग के बीच द्रव का टुकड़ा, इस बात का अर्थ था कि आप बाज़ार पर काफ़ी छोटी क़ीमतों पर एक प्रभाव डालना शुरू कर सकते हैं ।",वरिष्ठ ट्रेडर ने कहा कि विदेशी मुद्रा क्रयविक्रय के अत्यधिक विशाल परिमाण के बावजूद अलगअलग ट्रेडिंग प्लेटफॉर्म के बीच लिक्विडिटी का विखंडन तथा बैंकों द्वारा अपने स्वयं के प्लेटफॉर्म के बढ़ते उपयोग का अर्थ है कि आप थोड़े कम टिकट मूल्य पर बाजार को प्रभावित करना शुरू कर सकते हैं।,30.39,Medium,52,50,2
1667,the news came on the same day as credit suisse announced it had dismissed a trader at its london exchange traded funds desk this week after he had caused a nearly 6m loss late last year.,"पिछले साल करीब 6 बजे के बाद, जब क्रेडिट कार्ड की वजह से उसने व्यापार के लिए पैसे जमा कर लिए थे, तो उसी दिन खबर आयी थी ।","यह समाचार उसी दिन आया, जिस दिन क्रेडिट सुइस ने लंदन में अपने एक्सचेन्ज ट्रेडेड फंड्स डेस्क से ट्रेडर को इस सप्ताह सेवाच्युत किए जाने की घोषणा की थी, जिसने पिछले वर्ष के अंत में लगभग मिलियन का घाटा किया था।",17.19,Bad,29,41,12
1668,the bank promptly notified the relevant authorities and has been cooperating with its regulators.,बैंक ने तुरन्त संबंधित अधिकारियों को सूचित किया और उसके पुनर्भरणों के साथ सहयोग दिया गया है ।,बैंक ने तुरन्त ही सुसंगत प्राधिकरणों को अधिसूचित किया तथा अपने विनियामकों के साथ सहयोग कर रहा है।,46.72,Medium,18,18,0
1669,"we are confident the trader acted alone and that the matter has been contained, credit suisse said.",हमें भरोसा है कि व्यापारकर्ता अकेले कार्य करता है और इस मामले में इस बात का श्रेय आता है ।,"क्रेडिट सुइस ने कहा कि हमें विश्वास है कि ट्रेडर ने अकेले ही कार्य किया था, तथा उसे नियंत्रित कर लिया गया है।",21.71,Medium,20,23,3
1670,"the students studying various courses, including technical and administrative courses, will be able to exercise their right to vote.",इसमें तकनीकी और प्रशासनिक कोर्स भी शामिल हैं ।,परिसर में चलने वाले तकनीकी व प्रबंधन समेत अन्य कोर्स की पढ़ाई कर रहे छात्र इस बार अपने मताधिकार का प्रयोग कर सकेंगे।,13.86,Bad,9,23,14
1671,the university vicechancellor wrote to the governor seeking permission to hold elections.,विश्‍व - दर्शन,विश्वविद्यालय कुलपति ने चुनाव कराने की अनुमति के लिए राज्यपाल को पत्र लिखा है।,4.66,Bad,3,14,11
1672,the university students union had demanded to begin the election process.,विश्‍वविद्यालय के विद्यार्थियों ने चुनाव की प्रक्रिया शुरू करने की माँग की थी ।,विश्वविद्यालय में प्रवेश प्रक्रिया शुरू होने के साथ छात्रसंघ चुनाव करवाने की मांग उठने लगी थी।,40.42,Medium,14,16,2
1673,they also organised a petition to support the campaign and make their voices heard by the university administration and college management.,उन्होंने इस अभियान का समर्थन करने के लिए भी निवेदन किया और विश्‍वविद्यालय के प्रशासन और कॉलेज प्रबंधन द्वारा अपनी आवाज़ सुनायी दी ।,विश्वविद्यालय प्रशासन व कॉलेज प्रबंधन तक अपनी आवाज पहुंचाने के लिए उन्होंने अपने प्रतिनिधि के चयन को लेकर हस्ताक्षर अभियान भी चलाया था।,43.53,Medium,24,23,1
1674,"the students enrolling in over two dozen courses including b.tech, mba, pharmacy, biotechnology, bioscience, tourism management and paramedical science held on the campus, will be able to elect their representative.",विद्यार्थियों को दो दर्जन से अधिक कोर्सों में शामिल किया जाता है जिनमें एम.,"परिसर में संचालित बीटेक, एमबीए, फार्मेसी, बायोटेक्नोलॉजी, बायोसाइंस, टूरिज्म मैनेजमेंट व पैरामेडिकल साइंस समेत करीब दो दर्जन कोर्स में प्रवेश लेने वाले छात्र इस साल अपना प्रतिनिधि चुन सकेंगे।",12.21,Bad,14,29,15
1675,more than six thousand students will be getting their first opportunity to exercise their franchise.,छ: हज़ार से भी ज़्यादा विद्यार्थी अपना गुज़ारा करने का पहला मौका पाएँगे ।,यहां पर पढ़ाई करने वाले छह हजार से अधिक छात्रों को पहली बार मताधिकार का प्रयोग करने का मौका मिलेगा।,19.09,Bad,14,20,6
1676,"the vicechancellor, dr. ashok kumar, said that the university has sought permission from the governor for the election.","Eukkkkaku, ने कहा कि विश्‍वविद्यालय ने चुनाव के लिए गवर्नर से अनुमति माँगी है।",कुलपति प्रो. अशोक कुमार ने बताया कि विश्वविद्यालय में चुनाव कराने को राज्यपाल से अनुमति मांगी है।,35.52,Medium,14,17,3
1677,once approval is obtained the election date will be announced.,चुनाव तिथि प्राप्त करने के बाद जब अनुमोदन प्राप्त होगा तब घोषणा की जाएगी ।,अनुमति मिलते ही चुनाव की तिथि घोषित कर दी जाएगी।,32.19,Medium,15,10,5
1678,he said it is the responsibility of the college administration to hold elections in other colleges.,उन्होंने कहा कि यह कॉलेज प्रशासन की जिम्मेदारी है अन्य कॉलेजों में चुनाव रखने के लिए।,"उन्होंने कहा, अन्य कॉलेजों में चुनाव कराना कॉलेज प्रबंधन की जिम्मेदारी है।",70.77,Good,16,12,4
1679,many colleges do not want to hold student union elections in their campus.,कई कॉलेजों में विद्यार्थी संघ को अपने पड़ोस में रखना नहीं चाहते।,कई कॉलेज प्रबंधन नहीं चाहते हैं कि उनके परिसर में छात्रसंघ चुनाव हो।,30.59,Medium,12,13,1
1680,"however, due to the lack of unity among the students, elections were not being held.","फिर भी, विद्यार्थियों के बीच एकता की कमी के कारण चुनाव नहीं किए जा रहे थे ।","वहीं, छात्रों में एकता न होने के कारण भी चुनाव नहीं हो पा रहे हैं।",31.13,Medium,17,15,2
1681,the union organised a petition for elections.,इस संघ ने चुनाव के लिए एक निवेदन स्थापित किया ।,चुनाव के लिए परिषद ने हस्ताक्षर अभियान चलाया था।,30.41,Medium,11,9,2
1682,"akash jaiswal, division organiser abvp","एक भारी फिल्टराफ़ैव, विभाजन आयोजक Abvp","आकाश जायसवाल, विभाग संयोजक एबीवीपी",19.1,Bad,6,5,1
1683,after diwali permission will be sought from the district administration to hold elections in colleges.,कॉलेजों में चुनाव रखने के लिए ज़िला प्रशासन से अनुमति मांगी जाएगी.,दीपावली के बाद जिला प्रशासन से कॉलेजों में चुनाव कराने की अनुमति मांगी जाएगी।,62.24,Good,12,14,2
1684,the unclear views of various colleges is also making it difficult to hold elections.,अलग - अलग कॉलेजों के काल्पनिक विचारों से चुनाव करना भी मुश्‍किल हो जाता है ।,छात्रसंघ चुनाव को लेकर कॉलेजों का नजरिया साफ न होने से भी इसमें दिक्कतें आ रही हैं।,24.25,Medium,16,17,1
1685,people purchased a lot of utensils as well as gold and silver on the occasion of dhanteras in the capital.,उन्होंने राजधानी में डेनस के अवसर पर बहुत से बर्तन और सोने और चाँदी खरीद लिए ।,धनतेरस पर राजधानी में बर्तनों से लेकर सोने व चांदी की खूब खरीददारी लोगों ने की है।,31.85,Medium,17,17,0
1686,sales have increased by 20 to 30 since last year.,पिछले साल से बिक्री 20 से 30 तक बढ़ गयी है ।,ऐसी खरीदारी में बीते वर्ष की अपेक्षा से फीसदी बढ़ोतरी हुई है।,11.54,Bad,12,12,0
1687,people crowded the jewellery shops in simla.,लोग सामला में रत्न की दुकानों में भीड़ - भाड़ में आते हैं ।,शिमला में आभूषणों की दुकानों में लोंगों का हुजूम लगा रहा।,35.2,Medium,14,11,3
1688,the utensil shops set up in lower bajar to maal road were crowded.,वे बड़ी भीड़ - भाड़वाले रास्ते से गुज़र रहे थे ।,लोअर बाजार से लेकर मालरोड तक सजने वाली बर्तनों की दुकानों में भी काफी भीड़ देखी गई।,12.38,Bad,11,17,6
1689,"although inflation had plagued these items, people did not seem to be pennypinching while purchasing on this auspicious occasion.","हालाँकि इस सुखद अवसर पर खरीदने के दौरान लोग पैसा इकट्ठा नहीं करते थे, फिर भी ऐसा प्रतीत होता था कि लोग इन चीज़ों को खा रहे थे ।","हालांकि इस वर्ष ऐसी वस्तुओं पर महंगाई का ग्रहण लगा रहा, लेकिन लोगों ने फिर भी शुभ मुहुर्त पर खरीददारी करने में कंजूसी नहीं दिखाई।",22.17,Medium,29,25,4
1690,"the auspicious times for purchases on friday were from 752 am to 1012 am, 156 pm to 337 pm and 617 pm to 812 pm.","Frox2 से 1012 तक खरीदते वक्‍त, 16 pm और 617 पेज 812 तक की रोटी खरीदने का बढ़िया मौका था ।",शुक्रवार को खरीददारी के लिए शुभ मुहर्त सुबह से बजे तक तथा से बजे तक व बजे से बजे तक रहा।,12.28,Bad,21,21,0
1691,large crowds gathered in shops on all the three auspicious times in simla and the suburbs.,इन तीनों जगहों पर बड़ी भीड़ इकट्ठी हुई थी ।,उक्त तीनों मुहुर्त के समय शिमला सहित उपनगरों में लोगों की अधिक भीड़ अधिक खरीददारी के लिए उमड़ी।,11.69,Bad,10,18,8
1692,there wasnt even a place to stand for people in the lower bazaar in simla.,सिज़ाला में लोगों के लिए भी एक जगह थी ।,शिमला लोअर बाजार में तो लोगों को पैर धरने के लिए स्थान नहीं मिला।,19.38,Bad,10,14,4
1693,"every shop, large and small, was crowded.","हर दुकान, बड़े - बड़े, भीड़ - भाड़वाले थे ।",हर छोटी बड़ी दुकान में भीड़ भी इसी प्रकार लगी रही।,17.16,Bad,10,11,1
1694,when the thirteenth day of the kartik month is celebrated as dhanteras it is considered to be a sign of a happy diwali.,"जब ख्खिक महीने का तेरहवां दिन दर्कस के रूप में मनाया जाता है, तो यह एक आनन्दित तेजता का चिन्ह माना जाता है ।",ऐसे में जब कार्तिक मास की कृष्ण पक्ष की त्रयोदशी धनत्रयोदशी के रूप मे मनाई जाने वाले धनतेरस पर खरीदारी शुभ दीपावली के संकेत हैं।,16.76,Bad,24,25,1
1695,supreme court upholds obama health care law,उच्च न्यायालय ब्लॉमा स्वास्थ्य देखभाल नियम का समर्थन करता है,सर्वोच्च न्यायालय ने ओबामा स्वास्थ्य सेवा कानून का समर्थन किया,49.79,Medium,10,10,0
1696,"in a major victory for the obama administration, the us supreme court today ruled barack obamas signature health care law is constitutional.",आज बड़े पैमाने पर बड़े पैमाने पर अदालत के फैसले में देश - भक्‍ति के कानून का पालन किया जाता है ।,"ओबामा प्रशासन के लिए एक प्रमुख जीत के रूप में, यू.एस. सर्वोच्च न्यायालय ने आज बराक ओबामा के नाम पर स्वास्थ्य सेवा कानून को संवैधानिक घोषित किया।",14.42,Bad,22,27,5
1697,"by a 54 vote, the justices ruled the patient protection and affordable care acts individual mandate which requires citizens to buy health insurance by 2014 or else pay a penalty was constitutional under the taxing power of the government.","एक 54 वोट के द्वारा, न्यायाधीशों ने मरीज़ की सुरक्षा और महँगी देखभाल के लिए एक व्यक्‍ति को आदेश दिया कि 2014 तक स्वास्थ्य बीमा खरीद लें या फिर सरकार के कर देने की अनुमति दें ।", मतों से न्यायाधीशों ने रोगी सुरक्षा तथा वहनीय देखभाल अधिनियम के पृथक आदेश जिसके अन्तर्गत नागरिकों को वर्ष से पहले स्वास्थ्य बीमा खरीदने अथवा दण्ड देने की आवश्यकता होगी के पक्ष में फैसला दिया कि यह सरकार की कर अधिरोपित करने की शक्ति के अन्तर्गत संवैधानिक था।,30.43,Medium,37,47,10
1698,"chief justice john roberts sided with the four more liberal members of the court while justices scalia, thomas, alito and kennedy dissented.","न्याय के दौरान न्याय की कैंचिया, सुमोआ, अटेटोटो और अभिनयित विरोध के बावजूद अदालत के चार और उदार सदस्यों के साथ न्यायाधीशों ने अदालत के चार और अधिक उदार सदस्यों का पक्ष लिया ।","मुख्य न्यायाधीश जॉन रॉबर्ट ने न्यायालय के चार अन्य उदारवादी सदस्यों का समर्थन किया, जबकि अन्य न्यायाधीश स्कैलिया, थॉस, एलिटो तथा केनेडी ने असहमति जतायी।",28.21,Medium,34,25,9
1699,"the court also upheld the remaining sections of the 2700 page law, and further held that the health care laws requirement that states increase medicaid eligibility or else lose all federal medicaid funding is not unconstitutionally coercive.","अदालत ने २,७०० पेज नियम के बाक़ी भागों का समर्थन भी किया, और आगे कहा कि स्वास्थ्य देखभाल - संबंधी नियम जो स्वास्थ्य देखभाल - संबंधी आवश्‍यकताओं को बढ़ाते हैं या अन्य सभी संघीय अंशदानों को खो देते हैं ।","न्यायालय ने पृष्ठ वाले इस कानून के शेष अनुच्छेदों का भी समर्थन किया है, तथा कहा कि स्वास्थ्य सेवा कानून की यह शर्त कि राज्य मेडिकेड पात्रता में वृद्धि करें अथवा वे सभी संघीय मेडिकैड वित्त पोषण गवा देंगे, अंसवैधानिक रूप से अवपीड़क नहीं है।",23.16,Medium,40,45,5
1700,the suit to block the law was brought by 26 states and the national federation of independent business.,कानून को रोकने के सूट को 26 राज्यों और स्वतंत्र व्यवसाय के राष्ट्रीय भरण - पोषण के द्वारा लाया गया था ।,"इस कानून को रोकने लिए राज्यों, तथा राष्ट्रीय स्वतंत्र व्यवसाय महासंघ द्वारा यह याचिका लायी गई थी।",50.3,Good,22,17,5
1701,"the law was vigorously opposed by each of the major republican presidential candidates during the 2012 primary season, including presumptive nominee mitt romney.","सन्‌ 2012 के शुरूआती दिनों में, हर मुख्य गणराज्य के राष्ट्रपति ने इस कानून का कड़ा विरोध किया ।"," के आरंभिक सत्र के दौरान इस कानून का विरोध सभी प्रमुख रिपब्लिकन राष्ट्रपति उम्मीदवारों द्वारा किया गया था, जिसमें प्रकल्पिक नामांकित व्यक्ति मिट रूमनी भी शामिल हैं।",23.2,Medium,19,27,8
1702,its true that we cannot even move without money.,यह सच है कि हम पैसे के बिना भी आगे नहीं बढ़ सकते ।,सही है कि धन के बिना हमारा काम नहीं चल सकता।,27.4,Medium,14,11,3
1703,"money is one of the most important requirements for survival, but considering it as the most important thing is not in our best interest.","पैसे का बचाव करने के लिए सबसे ज़रूरी माँगें क्या हैं, लेकिन इस पर ध्यान देना हमारी सबसे बड़ी चिंता नहीं है ।","जीवन यापन के लिए धन सबसे बड़ी जरूरतों में से एक है, लेकिन इसे ही सब कुछ मान लेना हमारे हित में नहीं है।",37.44,Medium,23,24,1
1704,we celebrate dhanteras on krishna trayodashi in the month of kartika.,हम कितिका के महीने में कोरिशना ट्रेशी पर डार्शी का जश्‍न मनाते हैं ।,कार्तिक मास की कृष्ण त्रयोदशी को हम धनतेरस मनाते हैं।,28.22,Medium,14,10,4
1705,"kuber, the lord of wealth, and yama, the lord of death yama are worshipped during dhanteras.","धन का स्वामी, धन का स्वामी, और यामा, मृत्यु का स्वामी डेनया के दौरान उपासना की जाती है।",धनतेरस को धन के देवता कुबेर और मृत्यु देवता यमराज की पूजा की जाती है।,29.48,Medium,18,15,3
1706,money plays an important part in our religion and life.,पैसा हमारे धर्म और जीवन में एक महत्त्वपूर्ण भूमिका अदा करता है ।,हमारे धर्म एवं जीवन में धन का महत्वपूर्ण स्थान है।,47.93,Medium,13,10,3
1707,money is neither good nor bad.,पैसा न तो अच्छा है और न ही बुरा ।,कोई भी धन अच्छाबुरा नहीं होता।,27.28,Medium,10,6,4
1708,it is our attitude towards money that is good or bad.,हम पैसे के बारे में कैसा महसूस करते हैं?,अच्छीबुरी होती है धन के प्रति हमारी भावना।,9.28,Bad,9,8,1
1709,"there is nothing more valuable than wealth that is used for the wellbeing of mankind, but if wealth becomes the cause of ego, then it is of no value.","लोगों की भलाई के लिए इस्तेमाल की गयी धन - दौलत से बढ़कर कुछ भी नहीं, लेकिन अगर धन - दौलत घमंड की वजह बन जाए, तो इसका कोई मोल नहीं ।","जो धन मानवता के कल्याण के काम आए उससे बढ़कर मूल्यवान कोई और वस्तु नहीं हो सकती, लेकिन जो धन अहंकार का कारण बने उसका कोई मतलब नहीं।",25.52,Medium,32,28,4
1710,wealth should be earned with a sacred objective and should also be spent on sacred objectives.,धन को एक पवित्र उद्देश्‍य से कमाया जाना चाहिए और पवित्र लक्ष्यों पर भी ख़र्च करना चाहिए ।,धन को हम पवित्र उद्देश्य से कमाएं और पवित्र उद्देश्य से ही व्यय करें।,41.25,Medium,18,14,4
1711,it is the duty of everyone to earn money for the wellbeing of the family.,परिवार की भलाई के लिए पैसा कमाना हर किसी का कर्तव्य है ।,परिवार के भरणपोषण के लिए धन कमाना हर व्यक्ति का कर्तव्य है।,47.88,Medium,13,12,1
1712,"there should also be some sense of social expenditure, but the tendency to the unlimited accumulation or creation of wealth by any means can be bad for our conscience and personality.","सामाजिक खर्चों का भी कुछ भाव होना चाहिए, लेकिन किसी भी तरह हमारे अंतःकरण और व्यक्‍तित्व के लिए असीमित बहुतायत या भौतिक सृष्टि की प्रवृत्ति ।","इसका कुछ भाग समाज पर व्यय करने की भावना भी होनी चाहिए, लेकिन बेहिसाब संग्रहण अथवा येनकेनप्रकारेण धन अर्जित करने की प्रवृत्तिहमारे विवेक, व्यक्तित्व का नाश कर देती है।",30.82,Medium,26,29,3
1713,there should always be a spirit of charity on our minds.,हमेशा हमारे मन में प्रेम की आत्मा होनी चाहिए ।,दान की भावना सदा मन में रहनी चाहिए।,33.13,Medium,10,8,2
1714,"even a fraction of your wealth, given by you, can become the basis of someones livelihood.",यहाँ तक कि आपकी धन - दौलत का एक अंश भी किसी की रोज़ी - रोटी का आधार बन सकता है ।,आपके द्वारा दिया गया धन का एक अंश भी किसी के जीवन यापन का आधार बन सकता है।,48.24,Medium,22,18,4
1715,many people in society are living in extreme poverty. we all must think about them.,समाज के अनेक लोग अत्यधिक ग़रीबी में जी रहे हैं ।,समाज में अनेक लोग भयंकर अभाव में जी रहे हैं उनके लिए हम सभी को सोचना चाहिए।,30.82,Medium,11,17,6
1716,"in fact wealth, religion, desire and salvation have been given equal importance in all walks of life.","दरअसल धन, धर्म, इच्छा और उद्धार को जीवन के सभी मार्गों में बराबर महत्त्व दिया गया है ।","वास्तव में जीवन के पुरुषाथरें में अर्थ, धर्म, काम और मोक्ष को बराबर महत्व दिया गया है।",42.4,Medium,18,17,1
1717,everyone wishes for wealth and success and depending on how hard they work they achieve wealth and success.,हर कोई धन - दौलत और कामयाबी की चाहत रखता है और इस बात पर निर्भर करता है कि वे धन - दौलत और कामयाबी पाने के लिए कितना मेहनत करते हैं ।,सभी लोग धन और यश की कामना करते हैं और उनके पुरुषार्थ के अनुसार ही उन्हें धन और यश प्राप्त भी होता है।,19.77,Bad,33,23,10
1718,only wealth gained with selfrespect is long lasting.,"धन - दौलत और ऐशो - आराम की चीज़ों के सिवा कुछ नहीं, वह हमेशा के लिए बनी रहती है ।",वही धनसंपदा टिकाऊ होती है जिसके साथ सम्मान जुड़ा हुआ हो।,15.43,Bad,21,11,10
1719,"no criminal, no matter how wealthy he becomes, can never enjoy his wealth in the correct manner and nor can he be useful to others.","कोई भी अपराधी, चाहे वह कितना अमीर क्यों न हो, अपने धन का कभी - भी सही तरीक़े से आनन्द नहीं उठा सकता और न ही वह दूसरों के लिए उपयोगी हो सकता है ।","कोई भी अपराधी कितना भी धनवान क्यों न हो जाए, वह न तो उसका सही तरह से उपभोग कर सकता है और न ही किसी दूसरे के काम आ सकता है।",39.65,Medium,35,31,4
1720,do not envy someone who has money.,किसी के पास पैसे है कि ईर्ष्या मत कीजिए ।,किसी और के पास धन हो तो उससे ईष्र्या न करें।,22.41,Medium,10,11,1
1721,true wealthy is the one which makes it possible for wealth to flow through numerous hands.,सच्चा धनी वह होता है जो बहुत - से हाथों से धन - दौलत कमाने के लिए संभव बनाता है ।,सच्चा धनवान वही है जो धन के असंख्य हाथों में बहने का मार्ग बनाए।,28.9,Medium,21,14,7
1722,there is no more appropriate use for wealth than that of creating jobs for others.,धन - दौलत के लिए दूसरों के लिए काम करने से ज़्यादा कोई फायदा नहीं होता ।,दूसरों के लिए रोजगार के सृजन से बढ़कर धन का सदुपयोग और कोई नहीं हो सकता।,31.97,Medium,17,16,1
1723,"also bear in mind, wealth does not come only in the form of money.",यह भी याद रखिए कि धन - दौलत सिर्फ पैसे के रूप में ही नहीं आती ।,"एक और बात, धन केवल मुद्रा के रूप में नहीं होता।",27.0,Medium,17,11,6
1724,"health, character and love for others is also a kind of wealth.","दूसरों के लिए स्वास्थ्य, चरित्र और प्रेम भी एक क़िस्म की दौलत है ।","यह आपके स्वास्थ्य, चरित्र, दूसरों के प्रति प्रेम के रूप में भी होता।",44.29,Medium,14,13,1
1725,try to gain possession of this kind of wealth.,इस तरह की दौलत हासिल करने की कोशिश कीजिए ।,कोशिश करें कि आप इसी धन के स्वामी बनें।,20.35,Medium,10,9,1
1726,this morning in agra a subinspector lost his life and four people were severely injured after a direct collision between a truck and a police jeep.,इस सुबह एक उप - सैनिक ने अपना जीवन खो दिया और चार लोगों को ट्रक और एक पुलिस स्ले के बीच सीधे टकराने के बाद बुरी तरह घायल कर दिया गया ।,आगरा में आज सुबह ट्रक तथा पुलिस की जीप में सीधी भिड़त होने से एक सब इंस्पेक्टर की मौत हो गई जबकि चार लोग गंभीर रूप से घायल हैं।,20.41,Medium,33,29,4
1727,near the tora police chowky in the tajganj station area a police jeep going at full speed collided headon with a truck.,बाँग्लादेश में पुलिस के पुलिस - स्टेशन के पास एक पुलिस बज रही थी जो ट्रक के साथ पूरी गति से चल रही थी ।,ताजगंज थाना क्षेत्र के टोरा पुलिस चौकी के पास आज सुबह पुलिस की तेज रफ्तार जीप ट्रक में घुस गई।,22.7,Medium,25,20,5
1728,subinspector register singh died on the spot and four constable were severely injured.,उस वक्‍त चार लोगों की मौत हो गयी थी ।,इस दुर्घटना में सब इंस्पेक्टर रजिस्टर सिंह की मौके पर ही मौत हो गई जबकि चार कांस्टेबल गंभीर रूप से घायल हैं।,10.83,Bad,10,22,12
1729,all of them were admitted to the medical college.,उन सभी को चिकित्सा कॉलेज में भर्ती किया गया ।,सभी को मेडिकल कालेज में भर्ती कराया गया है।,46.5,Medium,10,9,1
1730,"according to the information received, a resident named habibullah malla was walking towards willow nursery in haritara sopor on thursday.","इस जानकारी के मुताबिक, बबुब्बॉका के पास रहनेवाले एक निवासी, क्रीरा में काम करने जा रहे थे ।","जानकारी के अनुसार, वीरवार को हरीतारासोपोर में हबीबुल्ला मल्ला नामक एक शहरी विलो नर्सरी की तरफ जा रहा था।",22.2,Medium,18,19,1
1731,suddenly he was attacked by a bear.,अचानक वह एक भालू द्वारा हमला किया गया.,अचानक उस पर एक भालू ने हमला कर दिया।,36.16,Medium,8,9,1
1732,he cried for help to fight the bear off.,उसने हार मानने के लिए मदद के लिए पुकारा ।,उसने भालू का प्रतिरोध करते हुए मदद के लिए शोर मचाया।,29.81,Medium,10,11,1
1733,by the time the people around him came to his help the bear had badly bitten his face.,"जब उसके आस - पास के लोग उसकी मदद करने आए, तो उसने अपना चेहरा बुरी तरह काट दिया ।",जब तक उसकी मदद के लिए आसपास से लोग मौके पर पहुंचते तब तक भालू ने उसके चेहरे को बुरी तरह नोच खाया था।,28.96,Medium,20,24,4
1734,people shouted and threw rocks at the bear.,लोग चिल्लाया और भालू पर पत्थर फेंक दिया.,लोगों ने भालू पर पत्थर बरसाते हुए शोर मचाया।,33.75,Medium,8,9,1
1735,"then, the bear left habibullah and hid in the nursery.","फिर, भालू बाबीला छोड़ दिया और नर्सरी में छिपा दिया गया ।",इस पर वह हबीबुल्ला को छोड़ नर्सरी में छिप गया।,38.93,Medium,12,10,2
1736,the villagers took the injured man to hospital.,गाँववाले घायल आदमी को अस्पताल ले गए ।,ग्रामीणों ने घायल हबीबुल्ला को उपचार के लिए अस्पताल पहुंचाया।,20.17,Medium,8,10,2
1737,to achieve their set targets the incometax department has plans to start a campaign for collecting advance tax from tax payers.,उनके नियत लक्ष्य को प्राप्त करने के लिए आयटायोक्स विभाग ने करों से कर चुकाने से पहले कर लेने के अभियान शुरू करने की योजना बना दी है.,आयकर विभाग तय लक्ष्य को प्राप्त करने के लिए करदाताओं से अग्रिम टैक्स जमा कराने के लिए अभियान चलाने की योजना बनायी है।,48.71,Medium,28,23,5
1738,"more than 100 ngos, along with the executive management committee of the mahabodhi temple, declared a world heritage centre, were sent notices by the department.",एक विश्‍व विरासत केंद्र ने एक विश्‍व विरासत केंद्र की घोषणा की ।,विश्वदाय धरोहर घोषित महाबोधि मंदिर के प्रबंधकारिणी समिति सहित करीब से अधिक स्वयंसेवी संस्थाओं को विभाग की ओर से नोटिस निर्गत किया गया है।,10.7,Bad,13,24,11
